Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,City,A free copy of Mastering The Interview,Last Notable Activity,lead_score,actual_converted,assigned_rep
API,Google,No,0,4.0,97,4.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.16924192685397596,0,Rep_C
API,Google,No,0,1.0,300,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.16798907781607716,0,Rep_D
API,Direct Traffic,No,0,2.0,79,2.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.16754663809615258,0,Rep_B
Landing Page Submission,Google,No,0,4.0,22,4.0,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.16727705087936356,0,Rep_C
API,Organic Search,No,0,5.0,47,5.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.16685599312601976,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,1.0,247,1.0,Converted to Lead,Travel and Tourism,Unemployed,Mumbai,Yes,Modified,0.1667183331514074,0,Rep_B
API,Google,No,0,3.0,213,1.5,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.16639330511351788,0,Rep_C
Landing Page Submission,Google,No,0,5.0,80,5.0,Email Opened,Business Administration,Unemployed,Other Cities,No,Email Opened,0.16622674024048248,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,148,2.0,Email Opened,Operations Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.16526878096938746,0,Rep_B
API,Google,No,0,6.0,310,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.16445316547588243,0,Rep_C
Landing Page Submission,Google,No,1,3.0,473,1.5,Email Opened,Rural and Agribusiness,Student,Mumbai,Yes,Email Opened,0.16432582570386478,1,Rep_D
Landing Page Submission,Direct Traffic,No,0,3.0,126,1.5,Email Opened,Hospitality Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.16403922721189573,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Student,Mumbai,No,Modified,0.1637398460381364,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Finance Management,Student,Mumbai,No,Modified,0.1637398460381364,0,Rep_D
API,Google,No,1,4.0,357,4.0,Email Opened,Finance Management,Unemployed,Other Cities of Maharashtra,No,Email Opened,0.16324498565470838,1,Rep_B
API,Google,No,0,3.0,88,1.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.1620666837684689,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,4.0,190,2.0,Email Opened,Marketing Management,Unemployed,Mumbai,Yes,Email Opened,0.16124614253244265,0,Rep_D
Landing Page Submission,Google,No,0,5.0,73,5.0,Email Opened,IT Projects Management,Unemployed,Mumbai,No,Email Opened,0.1608373837942328,0,Rep_B
Landing Page Submission,Google,No,0,5.0,70,5.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.1607723222406639,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Email Link Clicked,0.16072545070869507,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Email Link Clicked,0.16072545070869507,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Email Link Clicked,0.16072545070869507,0,Rep_C
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Email Link Clicked,0.16072545070869507,0,Rep_D
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Email Link Clicked,0.16072545070869507,0,Rep_B
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Email Link Clicked,0.16072545070869507,0,Rep_C
API,Google,No,0,4.0,225,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.1602527732520464,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,4.0,3,4.0,Olark Chat Conversation,International Business,Unemployed,Other Cities,Yes,Modified,0.16001265472670215,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,5.0,398,5.0,Email Opened,Rural and Agribusiness,Unemployed,Other Cities,Yes,Email Opened,0.15962446581032974,1,Rep_C
Landing Page Submission,Direct Traffic,No,0,5.0,290,1.67,Email Link Clicked,Marketing Management,Unemployed,Other Cities,Yes,Email Link Clicked,0.1594592118422778,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,96,2.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Modified,0.15943526141976158,0,Rep_B
API,Organic Search,No,0,3.0,85,3.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.15940435375031456,0,Rep_C
Landing Page Submission,Google,Yes,0,4.0,231,4.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.15939285506604606,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,142,2.0,Email Opened,Supply Chain Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.15907591596130313,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,9.0,165,4.5,Email Opened,Human Resource Management,Unemployed,Mumbai,No,Email Opened,0.1586431636096879,0,Rep_C
API,Google,No,0,1.0,263,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.15803310629773346,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,4.0,266,4.0,Email Opened,Supply Chain Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.15756480356939792,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,91,2.0,Email Opened,Supply Chain Management,Unemployed,Thane & Outskirts,Yes,Email Opened,0.15756091718482185,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,3.0,271,3.0,Email Opened,Hospitality Management,Unemployed,Mumbai,Yes,Email Opened,0.1574471349621539,0,Rep_D
Landing Page Submission,Google,No,0,5.0,37,2.5,Email Opened,International Business,Unemployed,Mumbai,Yes,Email Opened,0.155653610329571,0,Rep_B
API,Direct Traffic,No,1,5.0,306,1.25,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.15561558021232144,1,Rep_C
API,Google,No,0,1.0,249,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.15439294732906778,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,8.0,305,4.0,Email Opened,Human Resource Management,Unemployed,Mumbai,Yes,Email Opened,0.15396163545671224,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,181,2.0,Email Opened,Healthcare Management,Unemployed,Mumbai,Yes,Email Opened,0.15351158766642112,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,5.0,387,5.0,Email Opened,Finance Management,Unemployed,Other Cities,Yes,Email Opened,0.15317614185595782,0,Rep_D
Landing Page Submission,Direct Traffic,Yes,0,2.0,929,2.0,Email Bounced,Marketing Management,Unemployed,Other Cities,Yes,Modified,0.1530734798831154,0,Rep_B
API,Google,No,0,1.0,243,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.152853984006786,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,5.0,216,5.0,Email Opened,E-COMMERCE,Unemployed,Mumbai,No,Email Opened,0.1525814313881976,0,Rep_D
API,Google,No,0,3.0,51,1.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.1523974156699274,0,Rep_B
Landing Page Submission,Direct Traffic,Yes,1,1.0,869,1.0,Email Bounced,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.15143503613050222,1,Rep_C
Landing Page Submission,Google,No,0,4.0,324,4.0,Email Opened,Marketing Management,Student,Mumbai,No,Modified,0.15035831065201946,0,Rep_D
Landing Page Submission,Direct Traffic,No,1,2.0,172,2.0,Email Opened,Business Administration,Unemployed,Mumbai,Yes,Email Opened,0.14982852902380933,1,Rep_B
API,Organic Search,Yes,0,3.0,718,3.0,Email Bounced,Finance Management,Unemployed,Mumbai,No,Modified,0.1497879420836141,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,71,2.0,Email Opened,IT Projects Management,Unemployed,Thane & Outskirts,Yes,Email Opened,0.14960699522621707,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,306,2.0,Email Link Clicked,Finance Management,Unemployed,Other Cities,Yes,Email Link Clicked,0.14911783553136862,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,2.0,95,2.0,Email Opened,Healthcare Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.14891769732886886,0,Rep_C
Landing Page Submission,Direct Traffic,Yes,0,2.0,180,2.0,SMS Sent,Business Administration,Unemployed,Tier II Cities,Yes,SMS Sent,0.14885236863120838,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,64,2.0,Email Opened,Marketing Management,Unemployed,Thane & Outskirts,Yes,Email Opened,0.14854487873619363,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,29,2.0,Email Opened,Supply Chain Management,Unemployed,Thane & Outskirts,Yes,Email Opened,0.14531801930447516,0,Rep_C
Landing Page Submission,Google,No,0,6.0,71,6.0,Email Opened,Finance Management,Unemployed,Other Cities,No,Email Opened,0.14523228325883109,0,Rep_D
API,Google,No,0,2.0,287,2.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.14481287793647502,0,Rep_B
API,Google,No,0,3.0,52,3.0,Email Opened,Finance Management,Unemployed,Thane & Outskirts,No,Modified,0.14416185693719444,0,Rep_C
Landing Page Submission,Organic Search,Yes,0,2.0,374,2.0,Email Bounced,Healthcare Management,Unemployed,Other Cities of Maharashtra,Yes,Modified,0.14411326585768144,0,Rep_D
API,Google,No,0,2.0,91,1.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.14382244020299345,0,Rep_B
API,Google,No,0,1.0,205,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.14339765893564063,0,Rep_C
API,Google,No,0,2.0,279,2.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.14286939511778238,0,Rep_D
Landing Page Submission,Organic Search,Yes,0,10.0,155,5.0,Page Visited on Website,Travel and Tourism,Unemployed,Mumbai,Yes,Modified,0.14266754457748304,0,Rep_B
Landing Page Submission,Direct Traffic,Yes,0,2.0,131,2.0,SMS Sent,Travel and Tourism,Unemployed,Tier II Cities,Yes,SMS Sent,0.14224045027338666,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,6.0,95,2.0,Email Opened,Marketing Management,Unemployed,Mumbai,Yes,Email Opened,0.1407106914353029,0,Rep_D
API,Organic Search,No,0,11.0,220,11.0,Page Visited on Website,Operations Management,Unemployed,Thane & Outskirts,Yes,Modified,0.14055167628210785,0,Rep_B
API,Google,No,0,3.0,235,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.14016754880843701,0,Rep_C
API,Google,No,0,2.0,75,1.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.13997936711476344,0,Rep_D
API,Google,No,0,2.0,157,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.1397362144941511,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,204,4.0,Email Opened,International Business,Unemployed,Other Metro Cities,Yes,Email Opened,0.13969896334229254,0,Rep_C
Landing Page Submission,Organic Search,Yes,0,5.0,623,5.0,Email Bounced,International Business,Unemployed,Mumbai,Yes,Modified,0.13948626148801324,0,Rep_D
API,Organic Search,No,0,5.0,45,5.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.13856001218008754,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,6.0,211,6.0,Email Opened,Finance Management,Unemployed,Other Cities,No,Email Opened,0.1385591383198778,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,4.0,119,4.0,Email Opened,E-Business,Unemployed,Other Cities of Maharashtra,Yes,Modified,0.13778206766284892,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,7.0,94,3.5,Email Opened,Human Resource Management,Unemployed,Mumbai,Yes,Modified,0.13747495072384033,0,Rep_B
Landing Page Submission,Direct Traffic,Yes,0,2.0,141,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Other Cities,No,Modified,0.13741057760220027,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,3.0,159,3.0,Email Opened,Marketing Management,Unemployed,Other Cities,Yes,Email Opened,0.1367208118545241,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,6.0,353,6.0,Email Opened,E-Business,Unemployed,Other Metro Cities,Yes,Email Opened,0.13664258980349975,0,Rep_B
API,Google,Yes,0,2.0,104,2.0,Unsubscribed,Finance Management,Unemployed,Mumbai,No,Unsubscribed,0.13635597089843587,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,6.0,322,3.0,Email Link Clicked,Marketing Management,Unemployed,Mumbai,Yes,Email Link Clicked,0.13609795805304478,0,Rep_D
API,Google,No,0,2.0,138,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.13529115153476548,0,Rep_B
API,Olark Chat,Yes,0,0.0,0,0.0,Email Bounced,Marketing Management,Working Professional,Other Cities,No,Modified,0.13465235402856465,0,Rep_C
API,Google,No,0,2.0,134,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.13437068511585123,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,109,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Mumbai,Yes,Email Opened,0.13436027035720247,0,Rep_B
API,Google,No,0,3.0,208,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.1338704787954262,0,Rep_C
API,Direct Traffic,No,0,2.0,295,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.13282114164784325,0,Rep_D
Landing Page Submission,Direct Traffic,Yes,0,1.0,799,1.0,Email Bounced,Finance Management,Unemployed,Mumbai,Yes,Modified,0.13264337632827375,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,9.0,577,9.0,Email Opened,IT Projects Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.13230304466701973,0,Rep_C
Landing Page Submission,Direct Traffic,No,1,3.0,89,3.0,Email Opened,Operations Management,Unemployed,Other Metro Cities,Yes,Email Opened,0.1316770126201521,1,Rep_D
Landing Page Submission,Google,Yes,0,5.0,78,5.0,SMS Sent,IT Projects Management,Unemployed,Mumbai,No,SMS Sent,0.13139191639776654,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,10.0,122,10.0,Page Visited on Website,Hospitality Management,Unemployed,Mumbai,No,Modified,0.13121390596761268,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,7.0,219,2.33,Email Link Clicked,Human Resource Management,Unemployed,Other Cities,Yes,Email Link Clicked,0.13106474752350988,0,Rep_D
API,Google,No,0,1.0,151,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.13080299355209418,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,3.0,73,3.0,Email Opened,E-COMMERCE,Unemployed,Thane & Outskirts,Yes,Email Opened,0.1303783567751588,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,68,2.0,Email Opened,Travel and Tourism,Unemployed,Mumbai,Yes,Email Opened,0.1303782146209101,0,Rep_D
API,Google,No,0,1.0,147,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.1299084752686335,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,54,4.0,Email Opened,Human Resource Management,Unemployed,Other Metro Cities,Yes,Modified,0.12967324505655617,0,Rep_C
API,Direct Traffic,No,0,7.0,60,7.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.12920878156846302,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,80,2.0,Email Opened,E-COMMERCE,Unemployed,Mumbai,Yes,Email Opened,0.1287565383271902,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,4.0,4,2.0,Email Opened,Rural and Agribusiness,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.12833110845965,0,Rep_C
Landing Page Submission,Direct Traffic,Yes,0,10.0,307,2.5,Page Visited on Website,Services Excellence,Unemployed,Other Cities,Yes,Page Visited on Website,0.12673364114192207,0,Rep_D
API,Google,No,0,3.0,176,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.12671872870642897,0,Rep_B
Landing Page Submission,Direct Traffic,Yes,0,6.0,1679,6.0,Page Visited on Website,Business Administration,Other,Mumbai,Yes,Modified,0.12641727757553428,0,Rep_C
API,Google,No,0,3.0,166,3.0,Email Opened,Marketing Management,Unemployed,Mumbai,No,Email Opened,0.1263408528490062,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,67,2.0,Email Opened,Finance Management,Unemployed,Mumbai,Yes,Email Opened,0.12620644301443226,0,Rep_B
Landing Page Submission,Direct Traffic,Yes,0,5.0,234,2.5,Page Visited on Website,E-COMMERCE,Unemployed,Mumbai,No,Modified,0.1249423244569915,0,Rep_C
API,Organic Search,No,0,13.0,54,6.5,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.12485287932653978,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,27,2.0,Email Opened,Operations Management,Unemployed,Other Cities,Yes,Email Opened,0.12482948500417643,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,3.0,128,3.0,Email Opened,Marketing Management,Unemployed,Mumbai,Yes,Email Opened,0.12470942312405846,1,Rep_C
Landing Page Submission,Direct Traffic,No,0,6.0,97,3.0,Email Opened,Supply Chain Management,Unemployed,Mumbai,Yes,Email Opened,0.12423439927286974,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,2.0,52,2.0,Email Opened,Human Resource Management,Unemployed,Mumbai,Yes,Email Opened,0.12386134762976636,0,Rep_B
Landing Page Submission,Direct Traffic,Yes,0,3.0,223,1.5,SMS Sent,Travel and Tourism,Unemployed,Mumbai,Yes,Modified,0.12365042961212892,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,3.0,127,3.0,Email Opened,Human Resource Management,Unemployed,Mumbai,Yes,Email Opened,0.12360822783967444,0,Rep_D
Landing Page Submission,Direct Traffic,Yes,0,2.0,52,2.0,SMS Sent,Rural and Agribusiness,Unemployed,Tier II Cities,Yes,SMS Sent,0.12338035065489761,0,Rep_B
API,Google,No,0,6.0,326,3.0,Email Opened,Human Resource Management,Unemployed,Mumbai,Yes,Email Opened,0.12283873468564264,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,6.0,55,3.0,Email Opened,IT Projects Management,Unemployed,Other Cities of Maharashtra,Yes,Email Opened,0.12257296746869191,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,3.0,130,3.0,Email Opened,Business Administration,Unemployed,Mumbai,Yes,Email Opened,0.12248710759603466,0,Rep_B
API,Google,No,0,2.0,75,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.12139953396228739,0,Rep_C
API,Google,No,0,2.0,183,2.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.12120826251206836,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,9.0,83,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Mumbai,Yes,Email Opened,0.1209412446315252,0,Rep_B
Landing Page Submission,Direct Traffic,No,1,5.0,253,5.0,Email Opened,Supply Chain Management,Unemployed,Mumbai,Yes,Email Opened,0.12065437313182815,1,Rep_C
Landing Page Submission,Direct Traffic,No,0,2.0,20,2.0,Email Opened,Business Administration,Unemployed,Other Cities,Yes,Email Opened,0.12013244192834843,0,Rep_D
Landing Page Submission,Google,No,0,7.0,397,7.0,Email Link Clicked,Travel and Tourism,Unemployed,Mumbai,Yes,Email Link Clicked,0.12007202052226087,0,Rep_B
API,Google,No,0,4.0,219,4.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Email Opened,0.1196500340301565,0,Rep_C
Landing Page Submission,Direct Traffic,No,1,5.0,1006,2.5,Email Opened,Marketing Management,Other,Mumbai,Yes,Email Opened,0.11925246511320595,1,Rep_D
API,Google,No,0,1.0,94,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.11854087073209134,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,1.0,55,1.0,Converted to Lead,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.11848576480814912,0,Rep_C
Landing Page Submission,Direct Traffic,No,0,1.0,28,1.0,Converted to Lead,Retail Management,Unemployed,Other Cities,Yes,Modified,0.11843461647527241,0,Rep_D
Landing Page Submission,Direct Traffic,Yes,0,5.0,583,5.0,Page Visited on Website,Travel and Tourism,Unemployed,Mumbai,Yes,Modified,0.11821465824186646,0,Rep_B
API,Google,No,0,1.0,87,1.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.11710558369373042,0,Rep_C
API,Google,No,0,4.0,307,4.0,Converted to Lead,Finance Management,Unemployed,Mumbai,No,Modified,0.11537290100073645,0,Rep_D
Landing Page Submission,Direct Traffic,No,0,3.0,145,3.0,Email Bounced,Finance Management,Unemployed,Mumbai,Yes,Modified,0.11520374921545873,0,Rep_B
API,Google,No,0,3.0,11,3.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.11501576548798724,0,Rep_C
Landing Page Submission,Google,Yes,0,2.0,104,2.0,Had a Phone Conversation,E-COMMERCE,Unemployed,Mumbai,No,Modified,0.11450222821911596,0,Rep_D
API,Google,Yes,0,8.0,396,4.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.11360438671015065,0,Rep_B
Landing Page Submission,Direct Traffic,No,0,5.0,31,5.0,Email Opened,Operations Management,Unemployed,Mumbai,No,Email Opened,0.11354991419669512,0,Rep_C
